DESCRIPCIÓN DE LAS UNIDADES,Dólares de Estados Unidos por Euro,Yenes japoneses por Euro,Francos suizos por Euro,Libras esterlinas por Euro,Coronas checas por Euro,Coronas danesas por Euro,Forints húngaros por Euro,Zlotys polacos por Euro,Lei rumanos por Euro,Coronas suecas por Euro,Coronas noruegas por Euro,Liras turcas por Euro,Dólares australianos por Euro,Reales brasileños por Euro,Dólares canadienses por Euro,Yuans por Euro,Dólares de Hong Kong por Euro,Rupias indonesias por Euro,Rupias indias por euro,Wons surcoreanos por Euro,Pesos mejicanos por Euro,Dólares neozelandeses por Euro,Pesos filipinos por Euro,Dólares de Singapur por Euro
18 AGO 2016,"1,132 USD","113,600 JPY","1,085 CHF","0,861 GBP","27,024 CZK","7,442 DKK","310,420 HUF","4,293 PLN","4,469 RON","9,476 SEK","9,239 NOK","3,321 TRY","1,477 AUD","3,648 BRL","1,452 CAD","7,507 €","8,778 CNY","14.871,270 IDR","75,633 INR","1.257,070 KRW","20,554 MXN","1,558 NZD","52,377 PHP","1,519 SGD"
19 AGO 2016,"1,133 USD","113,530 JPY","1,085 CHF","0,865 GBP","27,022 CZK","7,442 DKK","310,280 HUF","4,299 PLN","4,466 RON","9,494 SEK","9,305 NOK","3,326 TRY","1,488 AUD","3,666 BRL","1,455 CAD","7,534 €","8,782 CNY","14.941,260 IDR","76,085 INR","1.269,150 KRW","20,754 MXN","1,561 NZD","52,529 PHP","1,527 SGD"
22 AGO 2016,"1,131 USD","113,730 JPY","1,089 CHF","0,862 GBP","27,024 CZK","7,442 DKK","310,150 HUF","4,302 PLN","4,458 RON","9,483 SEK","9,328 NOK","3,327 TRY","1,486 AUD","3,634 BRL","1,460 CAD","7,520 €","8,766 CNY","14.955,580 IDR","75,992 INR","1.270,240 KRW","20,690 MXN","1,561 NZD","52,641 PHP","1,528 SGD"
23 AGO 2016,"1,134 USD","113,480 JPY","1,090 CHF","0,860 GBP","27,023 CZK","7,442 DKK","310,490 HUF","4,313 PLN","4,457 RON","9,467 SEK","9,288 NOK","3,325 TRY","1,482 AUD","3,615 BRL","1,463 CAD","7,530 €","8,791 CNY","14.991,290 IDR","76,050 INR","1.265,680 KRW","20,685 MXN","1,548 NZD","52,635 PHP","1,530 SGD"
24 AGO 2016,"1,127 USD","112,950 JPY","1,089 CHF","0,851 GBP","27,022 CZK","7,443 DKK","309,990 HUF","4,304 PLN","4,460 RON","9,455 SEK","9,246 NOK","3,329 TRY","1,478 AUD","3,646 BRL","1,458 CAD","7,501 €","8,737 CNY","14.969,540 IDR","75,627 INR","1.264,960 KRW","20,895 MXN","1,540 NZD","52,396 PHP","1,526 SGD"
25 AGO 2016,"1,129 USD","113,450 JPY","1,091 CHF","0,856 GBP","27,026 CZK","7,444 DKK","309,800 HUF","4,312 PLN","4,453 RON","9,496 SEK","9,277 NOK","3,322 TRY","1,484 AUD","3,637 BRL","1,460 CAD","7,515 €","8,755 CNY","14.973,930 IDR","75,697 INR","1.260,330 KRW","20,839 MXN","1,545 NZD","52,347 PHP","1,528 SGD"
26 AGO 2016,"1,129 USD","113,330 JPY","1,093 CHF","0,855 GBP","27,024 CZK","7,446 DKK","308,500 HUF","4,324 PLN","4,458 RON","9,490 SEK","9,250 NOK","3,316 TRY","1,477 AUD","3,644 BRL","1,455 CAD","7,532 €","8,756 CNY","14.906,000 IDR","75,647 INR","1.258,020 KRW","20,720 MXN","1,542 NZD","52,290 PHP","1,527 SGD"
29 AGO 2016,"1,117 USD","114,240 JPY","1,094 CHF","0,855 GBP","27,023 CZK","7,445 DKK","308,760 HUF","4,331 PLN","4,458 RON","9,494 SEK","9,273 NOK","3,305 TRY","1,479 AUD","3,671 BRL","1,454 CAD","7,461 €","8,664 CNY","14.819,240 IDR","75,034 INR","1.254,700 KRW","20,764 MXN","1,544 NZD","51,829 PHP","1,521 SGD"
30 AGO 2016,"1,117 USD","114,270 JPY","1,095 CHF","0,852 GBP","27,025 CZK","7,445 DKK","308,970 HUF","4,344 PLN","4,451 RON","9,501 SEK","9,287 NOK","3,298 TRY","1,479 AUD","3,599 BRL","1,456 CAD","7,457 €","8,663 CNY","14.814,350 IDR","74,870 INR","1.244,470 KRW","20,754 MXN","1,543 NZD","51,797 PHP","1,520 SGD"
31 AGO 2016,"1,113 USD","115,010 JPY","1,096 CHF","0,848 GBP","27,026 CZK","7,443 DKK","310,340 HUF","4,353 PLN","4,458 RON","9,516 SEK","9,277 NOK","3,293 TRY","1,481 AUD","3,602 BRL","1,458 CAD","7,431 €","8,636 CNY","14.786,640 IDR","74,556 INR","1.243,660 KRW","20,942 MXN","1,535 NZD","51,975 PHP","1,518 SGD"
01 SEP 2016,"1,115 USD","115,590 JPY","1,098 CHF","0,841 GBP","27,025 CZK","7,442 DKK","310,050 HUF","4,365 PLN","4,456 RON","9,549 SEK","9,305 NOK","3,300 TRY","1,480 AUD","3,603 BRL","1,463 CAD","7,445 €","8,646 CNY","14.804,780 IDR","74,633 INR","1.250,350 KRW","20,955 MXN","1,536 NZD","52,100 PHP","1,520 SGD"
02 SEP 2016,"1,119 USD","115,830 JPY","1,096 CHF","0,843 GBP","27,022 CZK","7,440 DKK","310,130 HUF","4,391 PLN","4,453 RON","9,599 SEK","9,317 NOK","3,313 TRY","1,481 AUD","3,655 BRL","1,464 CAD","7,476 €","8,682 CNY","14.827,370 IDR","74,762 INR","1.248,910 KRW","21,015 MXN","1,533 NZD","52,243 PHP","1,520 SGD"
05 SEP 2016,"1,116 USD","115,240 JPY","1,093 CHF","0,836 GBP","27,021 CZK","7,441 DKK","309,330 HUF","4,354 PLN","4,450 RON","9,548 SEK","9,246 NOK","3,287 TRY","1,470 AUD","3,626 BRL","1,444 CAD","7,450 €","8,652 CNY","14.658,430 IDR","74,140 INR","1.234,360 KRW","20,649 MXN","1,525 NZD","51,907 PHP","1,514 SGD"
06 SEP 2016,"1,116 USD","115,390 JPY","1,092 CHF","0,835 GBP","27,021 CZK","7,442 DKK","309,800 HUF","4,339 PLN","4,451 RON","9,536 SEK","9,211 NOK","3,282 TRY","1,463 AUD","3,645 BRL","1,441 CAD","7,453 €","8,654 CNY","14.637,260 IDR","74,198 INR","1.233,760 KRW","20,670 MXN","1,521 NZD","51,988 PHP","1,513 SGD"
07 SEP 2016,"1,124 USD","114,230 JPY","1,089 CHF","0,840 GBP","27,021 CZK","7,444 DKK","308,650 HUF","4,319 PLN","4,453 RON","9,506 SEK","9,194 NOK","3,294 TRY","1,464 AUD","3,594 BRL","1,444 CAD","7,488 €","8,715 CNY","14.675,520 IDR","74,566 INR","1.224,940 KRW","20,622 MXN","1,505 NZD","52,477 PHP","1,513 SGD"
08 SEP 2016,"1,130 USD","114,800 JPY","1,092 CHF","0,846 GBP","27,021 CZK","7,443 DKK","308,060 HUF","4,310 PLN","4,451 RON","9,495 SEK","9,195 NOK","3,318 TRY","1,463 AUD","3,598 BRL","1,455 CAD","7,526 €","8,762 CNY","14.720,300 IDR","74,983 INR","1.230,870 KRW","20,715 MXN","1,516 NZD","52,945 PHP","1,520 SGD"
09 SEP 2016,"1,127 USD","115,850 JPY","1,097 CHF","0,846 GBP","27,022 CZK","7,443 DKK","308,610 HUF","4,335 PLN","4,450 RON","9,502 SEK","9,247 NOK","3,344 TRY","1,484 AUD","3,655 BRL","1,460 CAD","7,528 €","8,739 CNY","14.796,650 IDR","75,203 INR","1.244,180 KRW","21,187 MXN","1,530 NZD","53,337 PHP","1,528 SGD"
12 SEP 2016,"1,123 USD","114,380 JPY","1,094 CHF","0,845 GBP","27,024 CZK","7,443 DKK","309,980 HUF","4,349 PLN","4,450 RON","9,559 SEK","9,271 NOK","3,347 TRY","1,493 AUD","3,693 BRL","1,472 CAD","7,500 €","8,709 CNY","14.705,500 IDR","75,111 INR","1.252,330 KRW","21,440 MXN","1,535 NZD","53,383 PHP","1,528 SGD"
13 SEP 2016,"1,125 USD","114,980 JPY","1,093 CHF","0,848 GBP","27,021 CZK","7,444 DKK","309,800 HUF","4,348 PLN","4,446 RON","9,538 SEK","9,232 NOK","3,351 TRY","1,494 AUD","3,681 BRL","1,474 CAD","7,514 €","8,725 CNY","14.830,300 IDR","75,237 INR","1.263,430 KRW","21,380 MXN","1,535 NZD","53,665 PHP","1,532 SGD"
14 SEP 2016,"1,122 USD","115,370 JPY","1,095 CHF","0,851 GBP","27,023 CZK","7,444 DKK","309,950 HUF","4,342 PLN","4,448 RON","9,534 SEK","9,275 NOK","3,347 TRY","1,502 AUD","3,710 BRL","1,480 CAD","7,489 €","8,704 CNY","14.845,900 IDR","75,071 INR","1.263,140 KRW","21,480 MXN","1,544 NZD","53,396 PHP","1,533 SGD"
15 SEP 2016,"1,125 USD","114,980 JPY","1,094 CHF","0,852 GBP","27,023 CZK","7,446 DKK","310,250 HUF","4,325 PLN","4,448 RON","9,550 SEK","9,265 NOK","3,348 TRY","1,504 AUD","3,744 BRL","1,483 CAD","7,510 €","8,731 CNY","14.827,150 IDR","75,309 INR","1.267,890 KRW","21,644 MXN","1,544 NZD","53,611 PHP","1,537 SGD"
16 SEP 2016,"1,123 USD","114,350 JPY","1,094 CHF","0,852 GBP","27,024 CZK","7,447 DKK","309,140 HUF","4,317 PLN","4,450 RON","9,557 SEK","9,263 NOK","3,338 TRY","1,495 AUD","3,699 BRL","1,482 CAD","7,492 €","8,710 CNY","14.770,610 IDR","75,237 INR","1.263,640 KRW","21,767 MXN","1,537 NZD","53,741 PHP","1,532 SGD"
19 SEP 2016,"1,117 USD","113,650 JPY","1,096 CHF","0,855 GBP","27,021 CZK","7,450 DKK","307,760 HUF","4,293 PLN","4,448 RON","9,569 SEK","9,251 NOK","3,324 TRY","1,479 AUD","3,644 BRL","1,468 CAD","7,447 €","8,662 CNY","14.701,100 IDR","74,784 INR","1.250,160 KRW","21,885 MXN","1,527 NZD","53,559 PHP","1,522 SGD"
20 SEP 2016,"1,118 USD","113,930 JPY","1,094 CHF","0,862 GBP","27,022 CZK","7,452 DKK","309,120 HUF","4,298 PLN","4,451 RON","9,576 SEK","9,265 NOK","3,328 TRY","1,481 AUD","3,647 BRL","1,479 CAD","7,460 €","8,675 CNY","14.698,010 IDR","74,962 INR","1.252,400 KRW","21,965 MXN","1,522 NZD","53,527 PHP","1,524 SGD"
21 SEP 2016,"1,115 USD","112,490 JPY","1,088 CHF","0,857 GBP","27,022 CZK","7,455 DKK","308,550 HUF","4,292 PLN","4,450 RON","9,570 SEK","9,232 NOK","3,317 TRY","1,467 AUD","3,614 BRL","1,465 CAD","7,438 €","8,647 CNY","14.646,080 IDR","74,680 INR","1.240,600 KRW","22,007 MXN","1,517 NZD","53,301 PHP","1,515 SGD"
22 SEP 2016,"1,124 USD","113,190 JPY","1,087 CHF","0,859 GBP","27,021 CZK","7,454 DKK","306,370 HUF","4,285 PLN","4,450 RON","9,583 SEK","9,107 NOK","3,315 TRY","1,467 AUD","3,594 BRL","1,462 CAD","7,495 €","8,716 CNY","14.691,060 IDR","74,872 INR","1.238,310 KRW","22,051 MXN","1,534 NZD","53,806 PHP","1,522 SGD"
23 SEP 2016,"1,121 USD","113,020 JPY","1,089 CHF","0,864 GBP","27,022 CZK","7,455 DKK","305,510 HUF","4,287 PLN","4,448 RON","9,582 SEK","9,103 NOK","3,306 TRY","1,469 AUD","3,593 BRL","1,463 CAD","7,480 €","8,698 CNY","14.663,990 IDR","74,711 INR","1.235,780 KRW","22,009 MXN","1,544 NZD","53,881 PHP","1,523 SGD"
26 SEP 2016,"1,126 USD","113,110 JPY","1,091 CHF","0,871 GBP","27,021 CZK","7,454 DKK","306,520 HUF","4,305 PLN","4,450 RON","9,608 SEK","9,132 NOK","3,356 TRY","1,475 AUD","3,652 BRL","1,483 CAD","7,511 €","8,734 CNY","14.674,390 IDR","75,060 INR","1.246,110 KRW","22,360 MXN","1,551 NZD","54,365 PHP","1,532 SGD"
27 SEP 2016,"1,122 USD","112,520 JPY","1,088 CHF","0,864 GBP","27,025 CZK","7,450 DKK","306,940 HUF","4,289 PLN","4,448 RON","9,621 SEK","9,111 NOK","3,342 TRY","1,466 AUD","3,622 BRL","1,487 CAD","7,483 €","8,701 CNY","14.511,950 IDR","74,580 INR","1.232,690 KRW","21,925 MXN","1,539 NZD","54,235 PHP","1,526 SGD"
28 SEP 2016,"1,123 USD","112,930 JPY","1,089 CHF","0,862 GBP","27,023 CZK","7,451 DKK","307,950 HUF","4,289 PLN","4,451 RON","9,617 SEK","9,089 NOK","3,344 TRY","1,464 AUD","3,639 BRL","1,483 CAD","7,491 €","8,704 CNY","14.533,570 IDR","74,592 INR","1.231,760 KRW","21,818 MXN","1,546 NZD","54,189 PHP","1,527 SGD"
29 SEP 2016,"1,122 USD","113,880 JPY","1,088 CHF","0,861 GBP","27,022 CZK","7,452 DKK","308,650 HUF","4,307 PLN","4,453 RON","9,622 SEK","9,040 NOK","3,366 TRY","1,464 AUD","3,630 BRL","1,468 CAD","7,482 €","8,702 CNY","14.559,250 IDR","75,031 INR","1.235,190 KRW","21,796 MXN","1,545 NZD","54,231 PHP","1,529 SGD"
30 SEP 2016,"1,116 USD","113,090 JPY","1,088 CHF","0,861 GBP","27,021 CZK","7,451 DKK","309,790 HUF","4,319 PLN","4,454 RON","9,621 SEK","8,987 NOK","3,358 TRY","1,466 AUD","3,621 BRL","1,469 CAD","7,446 €","8,655 CNY","14.566,220 IDR","74,366 INR","1.229,760 KRW","21,739 MXN","1,537 NZD","54,015 PHP","1,524 SGD"
03 OCT 2016,"1,124 USD","113,900 JPY","1,092 CHF","0,873 GBP","27,021 CZK","7,446 DKK","308,180 HUF","4,293 PLN","4,451 RON","9,593 SEK","8,963 NOK","3,386 TRY","1,464 AUD","3,641 BRL","1,470 CAD","7,496 €","8,715 CNY","14.587,140 IDR","74,766 INR","1.237,210 KRW","21,615 MXN","1,545 NZD","54,179 PHP","1,533 SGD"
04 OCT 2016,"1,116 USD","114,500 JPY","1,095 CHF","0,875 GBP","27,021 CZK","7,442 DKK","307,420 HUF","4,294 PLN","4,458 RON","9,601 SEK","8,918 NOK","3,388 TRY","1,456 AUD","3,582 BRL","1,470 CAD","7,446 €","8,657 CNY","14.507,070 IDR","74,204 INR","1.238,160 KRW","21,583 MXN","1,533 NZD","53,856 PHP","1,529 SGD"
05 OCT 2016,"1,121 USD","115,650 JPY","1,096 CHF","0,882 GBP","27,028 CZK","7,442 DKK","305,850 HUF","4,294 PLN","4,462 RON","9,626 SEK","8,987 NOK","3,424 TRY","1,472 AUD","3,637 BRL","1,482 CAD","7,483 €","8,696 CNY","14.612,320 IDR","74,635 INR","1.250,310 KRW","21,613 MXN","1,561 NZD","54,055 PHP","1,537 SGD"
06 OCT 2016,"1,119 USD","116,000 JPY","1,094 CHF","0,883 GBP","27,021 CZK","7,441 DKK","305,070 HUF","4,293 PLN","4,476 RON","9,632 SEK","8,994 NOK","3,414 TRY","1,476 AUD","3,621 BRL","1,477 CAD","7,461 €","8,676 CNY","14.560,630 IDR","74,645 INR","1.249,220 KRW","21,570 MXN","1,565 NZD","54,107 PHP","1,537 SGD"
07 OCT 2016,"1,114 USD","115,440 JPY","1,095 CHF","0,904 GBP","27,021 CZK","7,441 DKK","303,860 HUF","4,281 PLN","4,505 RON","9,634 SEK","9,001 NOK","3,399 TRY","1,470 AUD","3,609 BRL","1,478 CAD","7,432 €","8,643 CNY","14.466,310 IDR","74,311 INR","1.243,040 KRW","21,560 MXN","1,559 NZD","53,883 PHP","1,532 SGD"
10 OCT 2016,"1,116 USD","115,390 JPY","1,096 CHF","0,901 GBP","27,021 CZK","7,441 DKK","304,650 HUF","4,282 PLN","4,504 RON","9,662 SEK","9,045 NOK","3,427 TRY","1,469 AUD","3,589 BRL","1,479 CAD","7,485 €","8,659 CNY","14.482,890 IDR","74,233 INR","1.240,600 KRW","21,139 MXN","1,565 NZD","54,027 PHP","1,534 SGD"
11 OCT 2016,"1,108 USD","114,900 JPY","1,094 CHF","0,902 GBP","27,021 CZK","7,441 DKK","304,430 HUF","4,271 PLN","4,489 RON","9,732 SEK","9,040 NOK","3,414 TRY","1,468 AUD","3,563 BRL","1,465 CAD","7,444 €","8,598 CNY","14.451,840 IDR","73,776 INR","1.245,110 KRW","20,909 MXN","1,566 NZD","53,817 PHP","1,528 SGD"
12 OCT 2016,"1,102 USD","114,500 JPY","1,091 CHF","0,900 GBP","27,025 CZK","7,440 DKK","306,050 HUF","4,297 PLN","4,497 RON","9,732 SEK","9,029 NOK","3,404 TRY","1,455 AUD","3,526 BRL","1,460 CAD","7,403 €","8,549 CNY","14.359,410 IDR","73,610 INR","1.239,660 KRW","20,856 MXN","1,562 NZD","53,557 PHP","1,524 SGD"
13 OCT 2016,"1,104 USD","114,490 JPY","1,090 CHF","0,904 GBP","27,021 CZK","7,440 DKK","306,480 HUF","4,302 PLN","4,503 RON","9,737 SEK","9,077 NOK","3,420 TRY","1,460 AUD","3,534 BRL","1,462 CAD","7,426 €","8,564 CNY","14.434,940 IDR","73,838 INR","1.251,860 KRW","20,953 MXN","1,562 NZD","53,439 PHP","1,528 SGD"
14 OCT 2016,"1,100 USD","114,760 JPY","1,089 CHF","0,899 GBP","27,029 CZK","7,440 DKK","305,310 HUF","4,302 PLN","4,504 RON","9,707 SEK","9,025 NOK","3,397 TRY","1,442 AUD","3,499 BRL","1,449 CAD","7,400 €","8,536 CNY","14.358,560 IDR","73,438 INR","1.246,060 KRW","20,845 MXN","1,551 NZD","53,227 PHP","1,526 SGD"
17 OCT 2016,"1,099 USD","114,460 JPY","1,087 CHF","0,905 GBP","27,024 CZK","7,440 DKK","306,930 HUF","4,328 PLN","4,507 RON","9,703 SEK","9,032 NOK","3,402 TRY","1,444 AUD","3,515 BRL","1,443 CAD","7,408 €","8,530 CNY","14.355,970 IDR","73,457 INR","1.253,180 KRW","20,820 MXN","1,543 NZD","53,357 PHP","1,527 SGD"
18 OCT 2016,"1,099 USD","114,370 JPY","1,089 CHF","0,896 GBP","27,021 CZK","7,441 DKK","306,930 HUF","4,318 PLN","4,511 RON","9,703 SEK","8,957 NOK","3,408 TRY","1,433 AUD","3,507 BRL","1,438 CAD","7,406 €","8,529 CNY","14.323,880 IDR","73,335 INR","1.238,270 KRW","20,571 MXN","1,528 NZD","52,934 PHP","1,524 SGD"
19 OCT 2016,"1,098 USD","113,490 JPY","1,085 CHF","0,893 GBP","27,021 CZK","7,441 DKK","307,080 HUF","4,318 PLN","4,502 RON","9,698 SEK","8,959 NOK","3,372 TRY","1,430 AUD","3,506 BRL","1,436 CAD","7,396 €","8,518 CNY","14.267,210 IDR","73,189 INR","1.233,880 KRW","20,485 MXN","1,523 NZD","52,692 PHP","1,523 SGD"
20 OCT 2016,"1,098 USD","113,760 JPY","1,085 CHF","0,896 GBP","27,021 CZK","7,440 DKK","307,540 HUF","4,328 PLN","4,503 RON","9,704 SEK","8,963 NOK","3,361 TRY","1,431 AUD","3,463 BRL","1,446 CAD","7,398 €","8,518 CNY","14.282,240 IDR","73,345 INR","1.237,370 KRW","20,381 MXN","1,519 NZD","52,727 PHP","1,525 SGD"
21 OCT 2016,"1,089 USD","112,960 JPY","1,083 CHF","0,893 GBP","27,021 CZK","7,438 DKK","308,300 HUF","4,325 PLN","4,504 RON","9,691 SEK","8,954 NOK","3,353 TRY","1,427 AUD","3,434 BRL","1,440 CAD","7,363 €","8,446 CNY","14.231,900 IDR","72,825 INR","1.238,630 KRW","20,308 MXN","1,519 NZD","52,574 PHP","1,518 SGD"
24 OCT 2016,"1,089 USD","113,290 JPY","1,082 CHF","0,890 GBP","27,021 CZK","7,439 DKK","308,530 HUF","4,317 PLN","4,507 RON","9,705 SEK","8,986 NOK","3,350 TRY","1,428 AUD","3,420 BRL","1,455 CAD","7,378 €","8,448 CNY","14.178,990 IDR","72,798 INR","1.234,290 KRW","20,226 MXN","1,522 NZD","52,562 PHP","1,516 SGD"
25 OCT 2016,"1,087 USD","113,650 JPY","1,085 CHF","0,890 GBP","27,021 CZK","7,439 DKK","308,160 HUF","4,304 PLN","4,490 RON","9,718 SEK","8,987 NOK","3,341 TRY","1,423 AUD","3,387 BRL","1,448 CAD","7,369 €","8,433 CNY","14.140,120 IDR","72,637 INR","1.230,630 KRW","20,102 MXN","1,521 NZD","52,418 PHP","1,513 SGD"
26 OCT 2016,"1,093 USD","113,970 JPY","1,084 CHF","0,895 GBP","27,021 CZK","7,439 DKK","309,090 HUF","4,325 PLN","4,497 RON","9,737 SEK","9,043 NOK","3,370 TRY","1,422 AUD","3,407 BRL","1,460 CAD","7,395 €","8,473 CNY","14.213,500 IDR","73,026 INR","1.240,920 KRW","20,347 MXN","1,525 NZD","52,940 PHP","1,518 SGD"
27 OCT 2016,"1,093 USD","114,390 JPY","1,084 CHF","0,892 GBP","27,022 CZK","7,438 DKK","309,230 HUF","4,329 PLN","4,504 RON","9,815 SEK","8,986 NOK","3,385 TRY","1,434 AUD","3,426 BRL","1,461 CAD","7,408 €","8,474 CNY","14.240,570 IDR","73,014 INR","1.249,160 KRW","20,461 MXN","1,530 NZD","52,985 PHP","1,521 SGD"
28 OCT 2016,"1,092 USD","115,100 JPY","1,086 CHF","0,899 GBP","27,022 CZK","7,438 DKK","309,460 HUF","4,331 PLN","4,501 RON","9,862 SEK","9,045 NOK","3,406 TRY","1,442 AUD","3,484 BRL","1,462 CAD","7,405 €","8,469 CNY","14.253,760 IDR","72,958 INR","1.251,010 KRW","20,558 MXN","1,530 NZD","52,995 PHP","1,523 SGD"
31 OCT 2016,"1,095 USD","114,970 JPY","1,082 CHF","0,901 GBP","27,024 CZK","7,439 DKK","308,440 HUF","4,328 PLN","4,506 RON","9,865 SEK","9,035 NOK","3,397 TRY","1,440 AUD","3,484 BRL","1,467 CAD","7,416 €","8,489 CNY","14.273,820 IDR","73,094 INR","1.254,890 KRW","20,715 MXN","1,531 NZD","53,063 PHP","1,525 SGD"
01 NOV 2016,"1,103 USD","115,570 JPY","1,082 CHF","0,902 GBP","27,024 CZK","7,439 DKK","307,730 HUF","4,309 PLN","4,506 RON","9,880 SEK","9,021 NOK","3,420 TRY","1,434 AUD","3,524 BRL","1,473 CAD","7,463 €","8,550 CNY","14.385,420 IDR","73,543 INR","1.258,440 KRW","20,818 MXN","1,534 NZD","53,228 PHP","1,531 SGD"
02 NOV 2016,"1,110 USD","114,620 JPY","1,079 CHF","0,901 GBP","27,022 CZK","7,440 DKK","308,060 HUF","4,326 PLN","4,503 RON","9,891 SEK","9,074 NOK","3,458 TRY","1,448 AUD","3,597 BRL","1,484 CAD","7,498 €","8,604 CNY","14.480,740 IDR","73,971 INR","1.268,460 KRW","21,495 MXN","1,523 NZD","53,639 PHP","1,536 SGD"
03 NOV 2016,"1,106 USD","114,250 JPY","1,079 CHF","0,887 GBP","27,021 CZK","7,441 DKK","307,880 HUF","4,319 PLN","4,499 RON","9,907 SEK","9,058 NOK","3,443 TRY","1,443 AUD","3,572 BRL","1,481 CAD","7,483 €","8,581 CNY","14.458,440 IDR","73,846 INR","1.266,040 KRW","21,343 MXN","1,513 NZD","53,556 PHP","1,533 SGD"
04 NOV 2016,"1,109 USD","114,240 JPY","1,077 CHF","0,888 GBP","27,021 CZK","7,441 DKK","306,130 HUF","4,319 PLN","4,500 RON","9,963 SEK","9,110 NOK","3,493 TRY","1,444 AUD","3,600 BRL","1,490 CAD","7,496 €","8,603 CNY","14.519,460 IDR","74,040 INR","1.269,410 KRW","21,229 MXN","1,517 NZD","53,837 PHP","1,536 SGD"
07 NOV 2016,"1,106 USD","115,400 JPY","1,079 CHF","0,890 GBP","27,021 CZK","7,441 DKK","306,050 HUF","4,330 PLN","4,499 RON","9,983 SEK","9,104 NOK","3,507 TRY","1,440 AUD","3,545 BRL","1,481 CAD","7,494 €","8,580 CNY","14.477,950 IDR","73,844 INR","1.264,690 KRW","20,639 MXN","1,512 NZD","53,892 PHP","1,538 SGD"
08 NOV 2016,"1,104 USD","115,660 JPY","1,078 CHF","0,891 GBP","27,021 CZK","7,442 DKK","305,570 HUF","4,328 PLN","4,507 RON","9,919 SEK","9,075 NOK","3,499 TRY","1,433 AUD","3,536 BRL","1,476 CAD","7,492 €","8,560 CNY","14.456,300 IDR","73,509 INR","1.253,750 KRW","20,489 MXN","1,506 NZD","53,684 PHP","1,535 SGD"
09 NOV 2016,"1,102 USD","114,540 JPY","1,079 CHF","0,890 GBP","27,027 CZK","7,442 DKK","304,950 HUF","4,339 PLN","4,505 RON","10,003 SEK","9,119 NOK","3,522 TRY","1,434 AUD","3,557 BRL","1,480 CAD","7,477 €","8,547 CNY","14.539,120 IDR","73,377 INR","1.270,650 KRW","21,852 MXN","1,507 NZD","53,780 PHP","1,537 SGD"
10 NOV 2016,"1,090 USD","116,400 JPY","1,076 CHF","0,878 GBP","27,022 CZK","7,441 DKK","307,300 HUF","4,359 PLN","4,502 RON","9,909 SEK","9,073 NOK","3,528 TRY","1,434 AUD","3,582 BRL","1,469 CAD","7,407 €","8,450 CNY","14.473,880 IDR","72,709 INR","1.264,880 KRW","22,037 MXN","1,513 NZD","53,358 PHP","1,535 SGD"
11 NOV 2016,"1,090 USD","115,960 JPY","1,073 CHF","0,861 GBP","27,054 CZK","7,442 DKK","309,250 HUF","4,408 PLN","4,516 RON","9,861 SEK","9,115 NOK","3,547 TRY","1,434 AUD","3,721 BRL","1,471 CAD","7,420 €","8,459 CNY","14.616,810 IDR","73,330 INR","1.270,200 KRW","22,706 MXN","1,516 NZD","53,473 PHP","1,536 SGD"
14 NOV 2016,"1,078 USD","116,270 JPY","1,074 CHF","0,860 GBP","27,026 CZK","7,443 DKK","310,130 HUF","4,406 PLN","4,518 RON","9,810 SEK","9,135 NOK","3,548 TRY","1,428 AUD","3,715 BRL","1,459 CAD","7,376 €","8,361 CNY","14.395,380 IDR","73,080 INR","1.263,990 KRW","22,502 MXN","1,519 NZD","52,993 PHP","1,526 SGD"
15 NOV 2016,"1,077 USD","116,550 JPY","1,076 CHF","0,866 GBP","27,030 CZK","7,443 DKK","309,970 HUF","4,425 PLN","4,514 RON","9,851 SEK","9,085 NOK","3,531 TRY","1,424 AUD","3,701 BRL","1,456 CAD","7,382 €","8,350 CNY","14.391,320 IDR","72,939 INR","1.255,150 KRW","22,033 MXN","1,514 NZD","52,888 PHP","1,520 SGD"
16 NOV 2016,"1,070 USD","117,250 JPY","1,074 CHF","0,861 GBP","27,036 CZK","7,442 DKK","310,590 HUF","4,443 PLN","4,520 RON","9,833 SEK","9,072 NOK","3,554 TRY","1,433 AUD","3,679 BRL","1,443 CAD","7,362 €","8,302 CNY","14.416,660 IDR","72,847 INR","1.258,360 KRW","21,907 MXN","1,518 NZD","52,830 PHP","1,517 SGD"
17 NOV 2016,"1,072 USD","117,120 JPY","1,074 CHF","0,861 GBP","27,050 CZK","7,442 DKK","309,360 HUF","4,445 PLN","4,519 RON","9,837 SEK","9,088 NOK","3,571 TRY","1,436 AUD","3,655 BRL","1,439 CAD","7,362 €","8,313 CNY","14.331,310 IDR","72,735 INR","1.261,170 KRW","21,750 MXN","1,514 NZD","53,130 PHP","1,518 SGD"
18 NOV 2016,"1,063 USD","116,950 JPY","1,071 CHF","0,862 GBP","27,035 CZK","7,440 DKK","309,490 HUF","4,443 PLN","4,515 RON","9,824 SEK","9,104 NOK","3,580 TRY","1,438 AUD","3,605 BRL","1,437 CAD","7,316 €","8,245 CNY","14.272,090 IDR","72,217 INR","1.250,140 KRW","21,697 MXN","1,507 NZD","52,687 PHP","1,511 SGD"
